track,dataset,subset,task,model,seed,status,metric,scale,value,eval_split,eval_n,knn_setting,weighted_f1,predictions_sha256
native,kompetencer,en_test,da_classification,rembert,3477689,completed,macro_f1,0-1,0.017829119548001173,en_test,1578,,0.0693076914694598,e77a8a81b98595c8a8a540f2c2938ac93e732857d767ed6bdfb6f0b1afa80d55
native,kompetencer,en_test,da_classification,rembert,4213916,completed,macro_f1,0-1,0.10650237828600938,en_test,1578,,0.17134449101823704,4dc8a02b92d48644e5e7f37659e67ff4e34c5a20985da56d447bcc1ed98258df
native,kompetencer,en_test,da_classification,rembert,6828303,completed,macro_f1,0-1,0.015047353492620548,en_test,1578,,0.06566291264270285,ef625720a002884d0f8f2d840f547aad56f488adb9ad099cb148bb78ce38c5fc
native,kompetencer,en_test,da_classification,rembert,8749520,completed,macro_f1,0-1,0.012498220513885662,en_test,1578,,0.023851144606537946,c316fe1d0c0202f2208644f476a829ff7ac2a2df1e7ca90640dbb2b0b17feb8c
native,kompetencer,en_test,da_classification,rembert,9364029,completed,macro_f1,0-1,0.018322074673775248,en_test,1578,,0.06905374660733035,1cc378a8091dba6eaf2ac60b950ee5f6a00bacbf228969c4f3211a2b9520fc27
native,kompetencer,da_test,en_classification,dajobbert,3477689,completed,macro_f1,0-1,0.19413054032279933,da_test,784,,0.27178644448924216,bad74c23f0524b783ca4a64173f7514aca82fd6dc27be08857cfaca4892846ec
native,kompetencer,da_test,en_classification,dajobbert,4213916,completed,macro_f1,0-1,0.2724647047416919,da_test,784,,0.3127972608993973,2ac68e32c730451e28a7a92794500edd05574a15b23cbc063818139a95158f83
native,kompetencer,da_test,en_classification,dajobbert,6828303,completed,macro_f1,0-1,0.23420566746091126,da_test,784,,0.2757278186748751,ceeee5088561d62f47ff019240e04cf1eb426598198e32ef8d36bf19d0bdea50
native,kompetencer,da_test,en_classification,dajobbert,8749520,completed,macro_f1,0-1,0.23459802488211165,da_test,784,,0.27957585287011494,7fa4fdf24484d66295dc4e5eff6ef52bb8268672330875c1247da252b055d2a5
native,kompetencer,da_test,en_classification,dajobbert,9364029,completed,macro_f1,0-1,0.22244111789116341,da_test,784,,0.3103746157580248,3c38c196cef69828ab19f6facf6aa2592b2817a7561205dc303bfef71b019c96
native,kompetencer,en_test,en_classification,dajobbert,3477689,completed,macro_f1,0-1,0.5338334033627201,en_test,1578,,0.6217597133578082,419899e4dbb6f6a59e424b76f58343986617184773fbc1339f93893e13f96682
native,kompetencer,en_test,en_classification,dajobbert,4213916,completed,macro_f1,0-1,0.5420236525573243,en_test,1578,,0.6208590294622386,55bdde13c2fc00290559dc2c395df604f855af2cc3282dc83acd5c27717b6e6e
native,kompetencer,en_test,en_classification,dajobbert,6828303,completed,macro_f1,0-1,0.5367638155893933,en_test,1578,,0.6123191117982489,9224fabfe70819864c550a5f855bfffd13515ae1776f9e0abba245de9fc01af0
native,kompetencer,en_test,en_classification,dajobbert,8749520,completed,macro_f1,0-1,0.5284054683760063,en_test,1578,,0.6107450835154207,f250294ae20d9c9b292d68876435fb93cdccd5722943d19ee9b33ae482f91f69
native,kompetencer,en_test,en_classification,dajobbert,9364029,completed,macro_f1,0-1,0.5558826343858988,en_test,1578,,0.6186237001180775,521263feb0cef580f147927a4756948d38c81708145a222419423c675f847cf8
native,kompetencer,da_test,en_classification,rembert,3477689,completed,macro_f1,0-1,0.2647243734646818,da_test,784,,0.3545965823674147,ca54fd67af7b6ba6a7b4ae77782acc695e2409765cab6021b79595324cded87b
native,kompetencer,da_test,en_classification,rembert,4213916,completed,macro_f1,0-1,0.22921402878206534,da_test,784,,0.27810325426985866,0e9bf55f2d99337d9fe7f170480be13248b41c4e91dec54777d8a03c024b237a
native,kompetencer,da_test,en_classification,rembert,6828303,completed,macro_f1,0-1,0.266708726506648,da_test,784,,0.3594645830331839,0ff1fad632d3102287cf1665031d7ccf4fcb8267d59a1d523f42310ca9aa24be
native,kompetencer,da_test,en_classification,rembert,8749520,completed,macro_f1,0-1,0.2781447735250545,da_test,784,,0.3851274972698925,afd3480e2a4ac6c9265d335a0838477b80f418390fec7c5486fda783fea5722d
native,kompetencer,da_test,en_classification,rembert,9364029,completed,macro_f1,0-1,0.26738048546005044,da_test,784,,0.3359416117393918,660e1f858d85b023c38e544bb57fd3f35039ccbb9fe8eaa0ab925861142837f8
native,kompetencer,en_test,en_classification,rembert,3477689,completed,macro_f1,0-1,0.5329166427762035,en_test,1578,,0.6258385444751268,59d38b159ad9bb282145f2bc23b7bfd357866b812339e836887267fd6b0d7d47
native,kompetencer,en_test,en_classification,rembert,4213916,completed,macro_f1,0-1,0.5542792526915714,en_test,1578,,0.6315695101437279,5998f50c10382ce7425070e2c8772d1f9ce3c29cfd074c2d5a859dd2e4f11528
native,kompetencer,en_test,en_classification,rembert,6828303,completed,macro_f1,0-1,0.5353556306067216,en_test,1578,,0.638531247634451,101a2aa0ebf305604e8f1a8b3838ba433013f20ff8b2105a80aa18d0cf0f39c5
native,kompetencer,en_test,en_classification,rembert,8749520,completed,macro_f1,0-1,0.5712026081699828,en_test,1578,,0.6444473804563348,3e4eeed0997c3d61b3b1e4365137032ad0fe418d876bdba2017b854e78325def
native,kompetencer,en_test,en_classification,rembert,9364029,completed,macro_f1,0-1,0.5639025500351025,en_test,1578,,0.6509215946588687,79b2b96d7323b49550312820cd9ff75bd58a47f7648669631a2b824d921e02f7
native,kompetencer,da_test,enda_classification,dajobbert,3477689,completed,macro_f1,0-1,0.3218307289475126,da_test,784,,0.5165941907433432,dea812a2f05facf35ee2c0de0a9c5f16fa6ec7861fdace8519aca66e1fbe6f30
native,kompetencer,da_test,enda_classification,dajobbert,4213916,completed,macro_f1,0-1,0.35395004781694733,da_test,784,,0.5329075607954364,af7077a4e3006e03ce27e51a7260bbf283706d718fd3661b5af5bee79392af89
native,kompetencer,da_test,enda_classification,dajobbert,6828303,completed,macro_f1,0-1,0.34284037605759105,da_test,784,,0.5125348187328426,a2f8bf6199b853a38fd7ad8fb51fe0d0f5690d0bfd89618248812381cf49959a
native,kompetencer,da_test,enda_classification,dajobbert,8749520,completed,macro_f1,0-1,0.32333516217974756,da_test,784,,0.5067750703103713,45afc8c53ad3a2f43e4d1e673830d6941d15b631aac664db33626f5c66c8c355
native,kompetencer,da_test,enda_classification,dajobbert,9364029,completed,macro_f1,0-1,0.360140111097696,da_test,784,,0.5191556296491412,c5b44333687e27f9d25ec564285f659001c8e9f2e613f8bb20309417cc7306f9
native,kompetencer,en_test,enda_classification,dajobbert,3477689,completed,macro_f1,0-1,0.5411533432233709,en_test,1578,,0.6213988954607582,46ac89814f50052a7428f6394511dd1e67a4ccd9cb1c540e4e4a52f657583884
native,kompetencer,en_test,enda_classification,dajobbert,4213916,completed,macro_f1,0-1,0.5177508185942323,en_test,1578,,0.6114725734946773,d75db5eda80509d8726241c7d033cb2a599209b02743aaf4c5934ce4068a1837
native,kompetencer,en_test,enda_classification,dajobbert,6828303,completed,macro_f1,0-1,0.528572595652487,en_test,1578,,0.6120237511187498,2d8409281c81a0c6f9ea9616ca363c55e8c2931b86e751f8e4ae2de0f671603d
native,kompetencer,en_test,enda_classification,dajobbert,8749520,completed,macro_f1,0-1,0.5291161240188015,en_test,1578,,0.6132162386593533,9d73eb9bf8d8940dffaf670ba05a0d5598da8a8d8dcfb059335c2c8469ac8f22
native,kompetencer,en_test,enda_classification,dajobbert,9364029,completed,macro_f1,0-1,0.5281453649734373,en_test,1578,,0.6175106255059809,1b4c9254d20f9e8f8d714a7a89fa94d6071ea5f46a0a65f49ef530cad6f645c7
native,kompetencer,da_test,enda_classification,rembert,3477689,completed,macro_f1,0-1,0.33354029846937894,da_test,784,,0.4778520920205295,8c0c116a8b8095bec6a8334526e49ac79894c76c2b1fc444f1e7d56758736c24
native,kompetencer,da_test,enda_classification,rembert,4213916,completed,macro_f1,0-1,0.30250178562296776,da_test,784,,0.4677489786082622,128e9c88017692c95443388e920d0bc470729fd1d5b9c2abeef3d7450c44b423
native,kompetencer,da_test,enda_classification,rembert,6828303,completed,macro_f1,0-1,0.2993816328815962,da_test,784,,0.4571978374122174,18dabca0d230f08b512239f7477a3f7a6533079c0515a5589b2896b11106896c
native,kompetencer,da_test,enda_classification,rembert,8749520,completed,macro_f1,0-1,0.30611822041092496,da_test,784,,0.4559053234598501,0803b3a16cbcf6e9bba44c40a07fb106fab0a11ff846ad7a04d1652cfc5b026e
native,kompetencer,da_test,enda_classification,rembert,9364029,completed,macro_f1,0-1,0.34015003757622514,da_test,784,,0.4792962643890202,14879674472f9e168776e9027fca6871a846e194066d9fb8888cecc21dad6430
native,kompetencer,en_test,enda_classification,rembert,3477689,completed,macro_f1,0-1,0.5722627328896306,en_test,1578,,0.6499526800969765,8698ce5bf7a317cda04db2b762f0277afc18698837c75703d4b0c06643c83cc8
native,kompetencer,en_test,enda_classification,rembert,4213916,completed,macro_f1,0-1,0.5556419781843108,en_test,1578,,0.6427244004851459,c6c5c3de58c2dd8ee4ec179673785f7dce7dfdce62426087dc7ea021244c70b4
native,kompetencer,en_test,enda_classification,rembert,6828303,completed,macro_f1,0-1,0.5398233709148171,en_test,1578,,0.63927675429255,ad1c4aee757e2802630e17864115ce033b5c3bd555bd9fedae04e84de94e39e1
native,kompetencer,en_test,enda_classification,rembert,8749520,completed,macro_f1,0-1,0.5641307031650188,en_test,1578,,0.630521245952513,f73b2c69a37a2f5150c8121e1fcb07fc9c1602a0b5195f52f2c5ce48bdc4f0a1
native,kompetencer,en_test,enda_classification,rembert,9364029,completed,macro_f1,0-1,0.5403065233904735,en_test,1578,,0.641900786640468,c31719468da7c41f11baaa4b2f6f05398476a1ed00fee4b13bf57add35f3c678
native,sayfullina,test,nnose,jobbert,113412,completed,seqeval_span_f1,0-1,0.8959537572254336,test,1851,knn,,9e01bc0cd01e95601492de5de63096543211ef0ce304fb0bcc7703cbf345f42b
native,sayfullina,test,nnose,jobbert,113412,completed,seqeval_span_f1,0-1,0.896969696969697,test,1851,linear,,e427f60a93162fdaded9b754872b4edb7df33973d6c4cbb5df013725fabb31fc
native,sayfullina,test,nnose,jobberta,113412,completed,seqeval_span_f1,0-1,0.9120469083155651,test,1851,knn,,86b002d3c68fd4f3507c2bb6149844f20318d6acb6f0ff9197b4bbf12ed8cf65
native,sayfullina,test,nnose,jobberta,113412,completed,seqeval_span_f1,0-1,0.9152815013404826,test,1851,linear,,a8b51dce91700f71d1854703467de99439ba83aa74613f9e687cc6aa66d04be4
native,skillspan,test,nnose,jobbert,113412,completed,seqeval_span_f1,0-1,0.6122536418166239,test,3569,knn,,719061b71e69f97c7fc7c980c8c2cf903e0f4171c2b2ff7f2c901eef9083306f
native,skillspan,test,nnose,jobbert,113412,completed,seqeval_span_f1,0-1,0.6129447063866267,test,3569,linear,,d1845568964a5e14a1048532ae212483638f7f51ad2b6774f5733d86cef508fa
native,skillspan,test,nnose,jobberta,113412,completed,seqeval_span_f1,0-1,0.624871107444834,test,3569,knn,,0ba4facf8034cc7a15f7b3745ad4944eeefb5ccf6f33a30a0d0f832c907279a4
native,skillspan,test,nnose,jobberta,113412,completed,seqeval_span_f1,0-1,0.6306194323596437,test,3569,linear,,b79c2aa9ed9740a0eb504457171f9f070e101a99373b01af080253e10acb4e09
