set,id,global_id,source_domain,model,empty_gold_span
test_not_in_gold,1988-s0297,1988,事业单位招聘,,
test_not_in_gold,1988-s0298,1988,事业单位招聘,,
test_not_in_gold,1988-s0299,1988,事业单位招聘,,
test_not_in_gold,1988-s0300,1988,事业单位招聘,,
test_not_in_gold,1988-s0301,1988,事业单位招聘,,
test_not_in_gold,1988-s0302,1988,事业单位招聘,,
test_not_in_gold,1988-s0303,1988,事业单位招聘,,
test_not_in_gold,1988-s0304,1988,事业单位招聘,,
test_not_in_gold,1988-s0305,1988,事业单位招聘,,
test_not_in_gold,1988-s0306,1988,事业单位招聘,,
test_not_in_gold,1988-s0307,1988,事业单位招聘,,
test_not_in_gold,1988-s0308,1988,事业单位招聘,,
test_not_in_gold,1988-s0309,1988,事业单位招聘,,
test_not_in_gold,1988-s0310,1988,事业单位招聘,,
test_not_in_gold,1988-s0311,1988,事业单位招聘,,
test_not_in_gold,1988-s0312,1988,事业单位招聘,,
test_not_in_gold,1988-s0313,1988,事业单位招聘,,
test_not_in_gold,1988-s0314,1988,事业单位招聘,,
test_not_in_gold,1988-s0315,1988,事业单位招聘,,
test_not_in_gold,1988-s0316,1988,事业单位招聘,,
test_not_in_gold,1988-s0317,1988,事业单位招聘,,
test_not_in_gold,1988-s0318,1988,事业单位招聘,,
test_not_in_gold,1988-s0319,1988,事业单位招聘,,
test_not_in_gold,1988-s0320,1988,事业单位招聘,,
test_not_in_gold,1988-s0321,1988,事业单位招聘,,
test_not_in_gold,1988-s0322,1988,事业单位招聘,,
test_not_in_gold,1988-s0323,1988,事业单位招聘,,
test_not_in_gold,1988-s0324,1988,事业单位招聘,,
test_not_in_gold,1988-s0325,1988,事业单位招聘,,
test_not_in_gold,1988-s0326,1988,事业单位招聘,,
test_not_in_gold,1988-s0327,1988,事业单位招聘,,
test_not_in_gold,1988-s0328,1988,事业单位招聘,,
test_not_in_gold,1988-s0329,1988,事业单位招聘,,
test_not_in_gold,1988-s0330,1988,事业单位招聘,,
test_not_in_gold,1988-s0331,1988,事业单位招聘,,
test_not_in_gold,1988-s0332,1988,事业单位招聘,,
test_not_in_gold,1988-s0333,1988,事业单位招聘,,
test_not_in_gold,1988-s0334,1988,事业单位招聘,,
test_not_in_gold,1988-s0335,1988,事业单位招聘,,
test_not_in_gold,1989-s0031,1989,事业单位招聘,,
test_not_in_gold,1989-s0032,1989,事业单位招聘,,
test_not_in_gold,1989-s0033,1989,事业单位招聘,,
test_not_in_gold,1989-s0034,1989,事业单位招聘,,
test_not_in_gold,1989-s0035,1989,事业单位招聘,,
test_not_in_gold,1989-s0036,1989,事业单位招聘,,
test_not_in_gold,1989-s0037,1989,事业单位招聘,,
test_not_in_gold,1989-s0038,1989,事业单位招聘,,
test_not_in_gold,1989-s0039,1989,事业单位招聘,,
test_not_in_gold,1989-s0040,1989,事业单位招聘,,
test_not_in_gold,1989-s0041,1989,事业单位招聘,,
test_not_in_gold,1989-s0042,1989,事业单位招聘,,
test_not_in_gold,1989-s0043,1989,事业单位招聘,,
test_not_in_gold,1989-s0044,1989,事业单位招聘,,
test_not_in_gold,1989-s0045,1989,事业单位招聘,,
test_not_in_gold,1989-s0046,1989,事业单位招聘,,
test_not_in_gold,1989-s0047,1989,事业单位招聘,,
test_not_in_gold,1989-s0048,1989,事业单位招聘,,
test_not_in_gold,1989-s0049,1989,事业单位招聘,,
test_not_in_gold,1989-s0050,1989,事业单位招聘,,
test_not_in_gold,1989-s0051,1989,事业单位招聘,,
test_not_in_gold,1989-s0052,1989,事业单位招聘,,
test_not_in_gold,1989-s0053,1989,事业单位招聘,,
test_not_in_gold,1989-s0054,1989,事业单位招聘,,
test_not_in_gold,1989-s0055,1989,事业单位招聘,,
test_not_in_gold,1989-s0056,1989,事业单位招聘,,
test_not_in_gold,1989-s0057,1989,事业单位招聘,,
test_not_in_gold,1989-s0058,1989,事业单位招聘,,
test_not_in_gold,1989-s0059,1989,事业单位招聘,,
test_not_in_gold,1989-s0060,1989,事业单位招聘,,
test_not_in_gold,1989-s0061,1989,事业单位招聘,,
test_not_in_gold,1989-s0062,1989,事业单位招聘,,
test_not_in_gold,1989-s0063,1989,事业单位招聘,,
test_not_in_gold,1989-s0064,1989,事业单位招聘,,
test_not_in_gold,1989-s0065,1989,事业单位招聘,,
test_not_in_gold,1989-s0066,1989,事业单位招聘,,
test_not_in_gold,1989-s0067,1989,事业单位招聘,,
test_not_in_gold,1989-s0068,1989,事业单位招聘,,
test_not_in_gold,1989-s0069,1989,事业单位招聘,,
test_not_in_gold,1989-s0070,1989,事业单位招聘,,
test_not_in_gold,1989-s0071,1989,事业单位招聘,,
test_not_in_gold,1989-s0072,1989,事业单位招聘,,
test_not_in_gold,1989-s0073,1989,事业单位招聘,,
test_not_in_gold,1990-s0025,1990,事业单位招聘,,
test_not_in_gold,1990-s0026,1990,事业单位招聘,,
test_not_in_gold,1990-s0027,1990,事业单位招聘,,
test_not_in_gold,1990-s0028,1990,事业单位招聘,,
test_not_in_gold,1990-s0029,1990,事业单位招聘,,
test_not_in_gold,1990-s0030,1990,事业单位招聘,,
test_not_in_gold,1990-s0031,1990,事业单位招聘,,
test_not_in_gold,1990-s0032,1990,事业单位招聘,,
test_not_in_gold,1990-s0033,1990,事业单位招聘,,
test_not_in_gold,1990-s0034,1990,事业单位招聘,,
test_not_in_gold,1990-s0035,1990,事业单位招聘,,
test_not_in_gold,1990-s0036,1990,事业单位招聘,,
test_not_in_gold,1990-s0037,1990,事业单位招聘,,
test_not_in_gold,1990-s0038,1990,事业单位招聘,,
test_not_in_gold,1990-s0039,1990,事业单位招聘,,
test_not_in_gold,1990-s0040,1990,事业单位招聘,,
test_not_in_gold,1990-s0041,1990,事业单位招聘,,
test_not_in_gold,1990-s0042,1990,事业单位招聘,,
test_not_in_gold,1990-s0043,1990,事业单位招聘,,
test_not_in_gold,1990-s0044,1990,事业单位招聘,,
test_not_in_gold,1990-s0045,1990,事业单位招聘,,
test_not_in_gold,1990-s0046,1990,事业单位招聘,,
test_not_in_gold,1990-s0047,1990,事业单位招聘,,
test_not_in_gold,1990-s0048,1990,事业单位招聘,,
test_not_in_gold,1990-s0049,1990,事业单位招聘,,
test_not_in_gold,1991-s0048,1991,事业单位招聘,,
test_not_in_gold,1991-s0054,1991,事业单位招聘,,
test_not_in_gold,1991-s0058,1991,事业单位招聘,,
test_not_in_gold,1991-s0060,1991,事业单位招聘,,
test_not_in_gold,1991-s0061,1991,事业单位招聘,,
test_not_in_gold,1991-s0062,1991,事业单位招聘,,
test_not_in_gold,1991-s0063,1991,事业单位招聘,,
test_not_in_gold,1991-s0064,1991,事业单位招聘,,
test_not_in_gold,1991-s0065,1991,事业单位招聘,,
test_not_in_gold,1991-s0066,1991,事业单位招聘,,
test_not_in_gold,1991-s0067,1991,事业单位招聘,,
test_not_in_gold,1991-s0068,1991,事业单位招聘,,
test_not_in_gold,1991-s0069,1991,事业单位招聘,,
test_not_in_gold,1991-s0070,1991,事业单位招聘,,
test_not_in_gold,1991-s0071,1991,事业单位招聘,,
test_not_in_gold,1991-s0072,1991,事业单位招聘,,
test_not_in_gold,1991-s0073,1991,事业单位招聘,,
test_not_in_gold,1991-s0074,1991,事业单位招聘,,
test_not_in_gold,1991-s0075,1991,事业单位招聘,,
test_not_in_gold,1991-s0076,1991,事业单位招聘,,
test_not_in_gold,1991-s0077,1991,事业单位招聘,,
test_not_in_gold,1991-s0078,1991,事业单位招聘,,
test_not_in_gold,1991-s0079,1991,事业单位招聘,,
test_not_in_gold,1991-s0080,1991,事业单位招聘,,
test_not_in_gold,1991-s0081,1991,事业单位招聘,,
test_not_in_gold,1991-s0082,1991,事业单位招聘,,
test_not_in_gold,1991-s0083,1991,事业单位招聘,,
test_not_in_gold,1991-s0084,1991,事业单位招聘,,
test_not_in_gold,1991-s0085,1991,事业单位招聘,,
test_not_in_gold,1991-s0086,1991,事业单位招聘,,
test_not_in_gold,1991-s0087,1991,事业单位招聘,,
test_not_in_gold,1991-s0088,1991,事业单位招聘,,
test_not_in_gold,1991-s0089,1991,事业单位招聘,,
test_not_in_gold,1991-s0090,1991,事业单位招聘,,
test_not_in_gold,1991-s0091,1991,事业单位招聘,,
test_not_in_gold,1991-s0092,1991,事业单位招聘,,
test_not_in_gold,1991-s0093,1991,事业单位招聘,,
test_not_in_gold,1991-s0094,1991,事业单位招聘,,
test_not_in_gold,1991-s0095,1991,事业单位招聘,,
test_not_in_gold,1991-s0096,1991,事业单位招聘,,
test_not_in_gold,1991-s0097,1991,事业单位招聘,,
test_not_in_gold,1991-s0098,1991,事业单位招聘,,
test_not_in_gold,1991-s0099,1991,事业单位招聘,,
test_not_in_gold,1991-s0100,1991,事业单位招聘,,
test_not_in_gold,1991-s0101,1991,事业单位招聘,,
test_not_in_gold,1991-s0102,1991,事业单位招聘,,
test_not_in_gold,1991-s0103,1991,事业单位招聘,,
test_not_in_gold,1991-s0104,1991,事业单位招聘,,
test_not_in_gold,1991-s0105,1991,事业单位招聘,,
test_not_in_gold,1991-s0106,1991,事业单位招聘,,
test_not_in_gold,1991-s0107,1991,事业单位招聘,,
test_not_in_gold,1991-s0108,1991,事业单位招聘,,
test_not_in_gold,1991-s0109,1991,事业单位招聘,,
test_not_in_gold,1991-s0110,1991,事业单位招聘,,
test_not_in_gold,1991-s0111,1991,事业单位招聘,,
test_not_in_gold,1991-s0112,1991,事业单位招聘,,
test_not_in_gold,1991-s0113,1991,事业单位招聘,,
test_not_in_gold,1991-s0114,1991,事业单位招聘,,
test_not_in_gold,1991-s0115,1991,事业单位招聘,,
test_not_in_gold,1991-s0116,1991,事业单位招聘,,
test_not_in_gold,1991-s0117,1991,事业单位招聘,,
test_not_in_gold,1991-s0118,1991,事业单位招聘,,
test_not_in_gold,1991-s0119,1991,事业单位招聘,,
test_not_in_gold,1992-s0008,1992,事业单位招聘,,
test_not_in_gold,1992-s0009,1992,事业单位招聘,,
test_not_in_gold,1992-s0010,1992,事业单位招聘,,
test_not_in_gold,1992-s0011,1992,事业单位招聘,,
test_not_in_gold,1992-s0012,1992,事业单位招聘,,
test_not_in_gold,1992-s0013,1992,事业单位招聘,,
test_not_in_gold,1992-s0014,1992,事业单位招聘,,
test_not_in_gold,1992-s0015,1992,事业单位招聘,,
test_not_in_gold,1993-s0012,1993,事业单位招聘,,
test_not_in_gold,1993-s0013,1993,事业单位招聘,,
test_not_in_gold,1993-s0014,1993,事业单位招聘,,
test_not_in_gold,1993-s0015,1993,事业单位招聘,,
test_not_in_gold,1993-s0016,1993,事业单位招聘,,
test_not_in_gold,1993-s0017,1993,事业单位招聘,,
test_not_in_gold,1993-s0018,1993,事业单位招聘,,
test_not_in_gold,1993-s0019,1993,事业单位招聘,,
test_not_in_gold,1993-s0020,1993,事业单位招聘,,
test_not_in_gold,1993-s0021,1993,事业单位招聘,,
test_not_in_gold,1993-s0022,1993,事业单位招聘,,
test_not_in_gold,1993-s0023,1993,事业单位招聘,,
test_not_in_gold,1994-s0007,1994,事业单位招聘,,
test_not_in_gold,1994-s0008,1994,事业单位招聘,,
test_not_in_gold,1994-s0009,1994,事业单位招聘,,
test_not_in_gold,1994-s0010,1994,事业单位招聘,,
test_not_in_gold,1994-s0011,1994,事业单位招聘,,
test_not_in_gold,1994-s0012,1994,事业单位招聘,,
test_not_in_gold,1994-s0013,1994,事业单位招聘,,
test_not_in_gold,1995-s0047,1995,事业单位招聘,,
test_not_in_gold,1995-s0068,1995,事业单位招聘,,
test_not_in_gold,1995-s0088,1995,事业单位招聘,,
test_not_in_gold,1995-s0089,1995,事业单位招聘,,
test_not_in_gold,1995-s0090,1995,事业单位招聘,,
test_not_in_gold,1995-s0091,1995,事业单位招聘,,
test_not_in_gold,1995-s0092,1995,事业单位招聘,,
test_not_in_gold,1995-s0093,1995,事业单位招聘,,
test_not_in_gold,1995-s0094,1995,事业单位招聘,,
test_not_in_gold,1995-s0095,1995,事业单位招聘,,
test_not_in_gold,1995-s0096,1995,事业单位招聘,,
test_not_in_gold,1995-s0097,1995,事业单位招聘,,
test_not_in_gold,1995-s0098,1995,事业单位招聘,,
test_not_in_gold,1995-s0099,1995,事业单位招聘,,
test_not_in_gold,1995-s0100,1995,事业单位招聘,,
test_not_in_gold,1995-s0101,1995,事业单位招聘,,
test_not_in_gold,1995-s0102,1995,事业单位招聘,,
test_not_in_gold,1995-s0103,1995,事业单位招聘,,
test_not_in_gold,1995-s0104,1995,事业单位招聘,,
test_not_in_gold,1995-s0105,1995,事业单位招聘,,
test_not_in_gold,1995-s0106,1995,事业单位招聘,,
test_not_in_gold,1995-s0107,1995,事业单位招聘,,
test_not_in_gold,1995-s0108,1995,事业单位招聘,,
test_not_in_gold,1995-s0109,1995,事业单位招聘,,
test_not_in_gold,1995-s0110,1995,事业单位招聘,,
test_not_in_gold,1995-s0111,1995,事业单位招聘,,
test_not_in_gold,1995-s0112,1995,事业单位招聘,,
test_not_in_gold,1995-s0113,1995,事业单位招聘,,
test_not_in_gold,1995-s0114,1995,事业单位招聘,,
test_not_in_gold,1995-s0115,1995,事业单位招聘,,
test_not_in_gold,1995-s0116,1995,事业单位招聘,,
test_not_in_gold,1995-s0117,1995,事业单位招聘,,
test_not_in_gold,1995-s0118,1995,事业单位招聘,,
test_not_in_gold,1995-s0119,1995,事业单位招聘,,
test_not_in_gold,1995-s0120,1995,事业单位招聘,,
test_not_in_gold,1995-s0121,1995,事业单位招聘,,
test_not_in_gold,1995-s0122,1995,事业单位招聘,,
test_not_in_gold,1995-s0123,1995,事业单位招聘,,
test_not_in_gold,1995-s0124,1995,事业单位招聘,,
test_not_in_gold,1995-s0125,1995,事业单位招聘,,
test_not_in_gold,1995-s0126,1995,事业单位招聘,,
test_not_in_gold,1995-s0127,1995,事业单位招聘,,
test_not_in_gold,1995-s0128,1995,事业单位招聘,,
