id,source_domain,empty_hint,sentence,human_spans,comment
1406-s0001,人工智能招聘,,岗位职责：1负责三维扫描仪产品的底层算法研发工作2负责相机标定相关算法方面的研究3负责双目结构光的三维点云重建算法方面的研究4负责算法设计和编码实现等相关工作任职要求：1图像处理、机器视觉等相关专业，本科以上学历，研究生优先2具有较强的图像处理和计算机视觉理论基础，良好的英文文献检索和阅读能力3对三维重建算法有着浓厚的兴趣，具有三维重建算法设计经验，参与过相关项目4能熟练使用c、opencv和vc实现三维重建相关算法5具备良好的团队合作和沟通能力。,,
1441-s0018,人工智能招聘,,同时，通过网络平台达成合作协议的渠道商务代表，可主动为企业提供上传产品，网络推广，联系客户，不需要企业支付费用；,,
1485-s0005,人工智能招聘,,熟悉神经网络算法；,,
1487-s0011,人工智能招聘,, 5、普通话标准，具有较强的沟通能力、学习能力和抗压能力；,,
1497-s0006,人工智能招聘,, 6、负责团队费用及项目成本的监控。,,
1520-s0010,人工智能招聘,, 7、出色的英文听说读写能力。,,
1524-s0009,人工智能招聘,,5.良好的英语沟通能力，思路清晰，有好的团队合作精神。,,
1526-s0001,人工智能招聘,, 語言能力：具良好的英语读写能力；,,
1582-s0015,人工智能招聘,,2、 专科学历以上无责任底薪4000元加1000元绩效，底薪5000元，提成35%起。,,
1602-s0012,人工智能招聘,, 5、 有较好英语文档阅读能力；,,
1609-s0002,人工智能招聘,,3、 负责对销售传递的或客户提出的方案疑点进行释疑。,,
1609-s0009,人工智能招聘,,3、 有机器人/自动化项目实施背景经验者优先。,,
1632-s0008,人工智能招聘,,5.有良好的英语能力，可将英语作为工作语言者优先。,,
1661-s0000,人工智能招聘,,岗位职责： 1.公司主要产品的人机交互设计；,,
1672-s0005,人工智能招聘,, 熟悉常规的企业级IT解决方案、对云计算解决方案有独到的见解，能够针对性的为客户打造整体解决方案 良好的沟通表达能力（中英文）、演讲能力，能够独立撰写方案标书并进行方案演讲；,,
1708-s0006,人工智能招聘,, 2、具有深厚的数学、统计学和计算机相关知识，对商业和业务逻辑敏感，具备良好的逻辑分析能力、组织沟通能力和团队精神；,,
1803-s0006,人工智能招聘,,"2、一年以上亚马逊PPC广告工作经验，有Google,Yahoo,Bing等英文SEM工作经验者优先；",,
1829-s0012,人工智能招聘,, 2．乐于接受挑战性的工作，有较高的敬业精神，喜欢销售工作，具备较强的沟通能力、抗压性；,,
1829-s0013,人工智能招聘,, 3．普通话标准，具有良好的沟通表达能力，声音富有感染力，具有良好的敬业精神、团队精神、有明确目标；,,
1846-s0015,人工智能招聘,, 我们致力于成为世界顶尖的专业大数据技术、产品、服务提供商。,,
1852-s0006,人工智能招聘,, 3、对Python有一定了解，能够对Python实现的算法进行重构；,,
1858-s0016,人工智能招聘,,]。,,
1908-s0009,人工智能招聘,,7、英文读写能力强，可与客户进行英文邮件的沟通与英文文档的撰写；,,
1925-s0005,人工智能招聘,,任职要求：1、本科学历，统计学、数学、计算机语言等相关专业，英语4级或以上；,,
972-s0002,人工智能招聘,, 岗位要求： 本科以上学历，外语 市场营销 工程 暖通类相关专业 英语读写流利 工作经验及年限：3年以上，40周岁以下 1.具有强烈的进取心、精力充沛、身体健康、乐观豁达、富有开拓精神。,,
1957-s0000,阿里云公开数据集,,"['岗位职责：', '1、负责公司运维项目的系统升级、扩容需求与资源落实,配合开发需求,测试、调整运维平台', '2、网络以及服务器的网络设置、维护和优化、网络的安全监控、系统性能管理和优化。",,
1960-s0001,阿里云公开数据集,,"', '2、涉及主要技术专业：计算机网络、信息集成等；",,
1960-s0011,阿里云公开数据集,,"', '8、技术证书:具体CCNA、HCNA、MCSE、电工等与网络系统及强弱电相关认证者优先；",,
1960-s0012,阿里云公开数据集,,"', '9、广东户籍优先、懂粤语优先；",,
1973-s0024,阿里云公开数据集,,"', '5、工作时间——午休1.5小时，大小周；",,
1973-s0031,阿里云公开数据集,,'],,
1976-s0015,阿里云公开数据集,,'],,
1977-s0004,阿里云公开数据集,,"', '5. 规划网络及ICT环境的运维计划；",,
1977-s0014,阿里云公开数据集,,"', '9.\xa0普通话流利，良好的的英语读写能力，懂粤语者优先；",,
1979-s0006,阿里云公开数据集,,"', '3、 具备较强的动手能力，具备一定的英语文献阅读能力和交流能力；",,
119-s0005,应届生招聘,, 任职资格： 1、专科以上学历，计算机、市场营销相关专业，口齿清晰，普通话流利，语音富有感染力；,,
129-s0002,应届生招聘,empty_welfare,2. 完善的假期组合：带薪年假、带薪病假及法定假期;,,
154-s0006,应届生招聘,,2、20-35岁，男女不限，口齿清晰，普通话流利；,,
190-s0010,应届生招聘,,4、性格开朗，为人热情，有耐心，能认真对待每一个客户，有一定的电脑操作基础；,,
212-s0005,应届生招聘,,6. 底薪4K加高提成任职要求：1、男女不限，中专以上学历，具备简单英文交流能力。,,
254-s0007,应届生招聘,empty_welfare, 5.促成买卖双方交易达成，协助双方合同签署、办理权属转移等工作. （三）福利待遇1.基本保障：新人实习期（助理经纪人）内可享受无责任底薪3000元/月、最长6个月。,,
307-s0006,应届生招聘,, 2、普通话标准，口齿清晰，具有良好的表达能力和沟通技巧；,,
310-s0008,应届生招聘,,5、有C1驾照，且能熟练驾驶小型汽车。,,
355-s0008,应届生招聘,,2、性格外向，普通话标准，品貌端正；,,
376-s0008,应届生招聘,,2、具备一定的英语口语能力，有相关工作经验者优先考虑；,,
391-s0015,应届生招聘,,3.普通话标准，掌握基本的电脑操作，有播音主持、语言教育类经验者优先录用；,,
394-s0003,应届生招聘,,5、普通话准确流利；,,
404-s0001,应届生招聘,,2、身体健康、不晕车、认识26个英文字母，无明显纹身烟疤。,,
404-s0012,应届生招聘,,其他福利：1、免费提供一日三餐，出差享有专项补贴（详见上方工资待遇）2、免费提供2～4人间，有空调，洗衣机，独立卫生间，电视，免费宽带。,,
411-s0009,应届生招聘,,基本要求：16-45周岁、男性、初中以上文化程度、普通话标准；,,
515-s0003,应届生招聘,,任职资格：1、中专以上学历，口齿清晰，普通话标准，2、有呼叫中心工作经验优先；,,
523-s0008,应届生招聘,,3、英语CET4及以上、口语流利，CET6优先;,,
531-s0001,应届生招聘,,五官端正，身材匀称，气质较好，普通话标准。,,
558-s0006,应届生招聘,,岗位内容及职责：1.负责所有销售数据的统计、分析、管理以及省区流向的统计与分析；,,
582-s0002,应届生招聘,,1、达到英语四级水平，英语口语流利且具有一定的写作能力。,,
610-s0020,应届生招聘,,?,,
622-s0014,应届生招聘,,2、普通话标准，工作积极主动，乐观开朗，无不良社会关系；,,
628-s0004,应届生招聘,,技术员2工作内容：1.安全带vs(车体感应），ws（织带感应）设备及安全带卷收力试验设备操作（设备为英文界面）；,,
628-s0011,应届生招聘,,4.英语或日语能看懂；,,
648-s0008,应届生招聘,,注：欢迎应届毕业生投递简历，会计或英语相关专业者优先考虑 （更多数据，详见马克数据网）,,
727-s0003,应届生招聘,, 任职要求： 1、18-35岁，口齿清晰，普通话流利，语音富有感染力；,,
748-s0007,应届生招聘,," , , 2、沟通能力强，普通话标准；",,
790-s0004,应届生招聘,, 2. 有较强的学习能力、语言表达能力；,,
8-s0012,应届生招聘,,4 、有良好语言表达能力 反应灵敏，逻辑思考或说话有条理5、 普通话标准 掌握一般电脑操作以及相关办公软件的操作6 、有互联网业，培训业，保险业，房产中介等电话销售经验或咨询类客服经验可优先考虑7、有强烈的企图心，有超越他人的勇气，有挑战高薪的信心，有进取心，有站在金字塔尖的欲望，希望通过自己的奋斗改变自己命运的人。,,
831-s0004,应届生招聘,,5、有意向到我公司长期发展的应届毕业生优先,,
845-s0001,应届生招聘,," 3、 根据产品需求和产品设计, 编写功能测试设计和用例, 开发自动化测试脚本；",,
845-s0003,应届生招聘,, 5、对软件问题进行跟踪分析和报告，推动测试中发现问题及时合理地解决；,,
847-s0001,应届生招聘,,2普通话标准，有较强的人际沟通好语言表达能力，有主动的服务意识；,,
878-s0017,应届生招聘,,沟通能力强，普通话标准，有亲和力，工作积极，乐观开朗。,,
901-s0001,应届生招聘,,五官端正，身材匀称，气质较好，普通话标准。,,
901-s0003,应届生招聘,, 4.无犯罪记录，有无经验均可。,,
940-s0011,应届生招聘,,语言：普通话良好;,,
952-s0004,应届生招聘,, 任职要求： Must have 本科及以上学历，英语、国际经济与贸易、电子商务专业优先；,,
952-s0006,应届生招聘,, 英语水平：专业4级或CET6以上，英语读写流利；,,
956-s0013,应届生招聘,, 5、普通话准确流利，英语交流熟练；,,
1982-s0006,事业单位招聘,,4．普通话标准，口齿清晰，熟练掌握计算机操作，会使用常用办公软件；,,
1984-s0061,事业单位招聘,empty_process,公务员录用体检通用标准（试行）&gt;,,
1984-s0065,事业单位招聘,empty_process,（五）预录与递补经考核与体检合格后，依据岗位综合成绩从高分至低分依次确定拟聘用人员。,,
1984-s0071,事业单位招聘,review_shiye_maybe_empty,（二）试用期满，经考核合格后，予以正式聘用，签订5年服务期聘用合同（含试用期）；,,
1984-s0083,事业单位招聘,empty_process,（二）本公告由儋州市教师招聘工作领导小组负责解释。,,
1999-s0045,事业单位招聘,,（二）薪资待遇：含工资、绩效、带薪休假等相关福利等，具体参照海南省事业单位相关政策及我院《综合管理方案》中有关规定执行。,,
1999-s0075,事业单位招聘,,（6）中国高等教育学生信息网：(http://www.chsi.com.cn/x1cx/1scx.jsp)打印的学历认证材料(学历证书电子注册备案表，有二维码标识) ；,,
1999-s0077,事业单位招聘,review_shiye_maybe_empty,（7）未被列入失信惩戒对象承诺书（本人手签并扫描上传，见附件3）；,,
1999-s0111,事业单位招聘,review_shiye_maybe_empty,笔试结束后，由招聘工作领导小组根据考生笔试成绩情况划定笔试合格分数线。,,
1999-s0118,事业单位招聘,empty_process,（3）笔试成绩发布: 笔试成绩、拟入围面试资格复审人员名单及资格复审有关事项在在儋州市人民政府网发布。,,
